sale_id,sale_date,customer_id,car_make,car_model,car_year,category,color,mileage,sale_price,payment_method,dealership,salesperson,state,commission
SALE20242780,2024-03-10,CUST12780,Mercedes,C-Class,2023,Luxury,Brown,40,48898.89,Cash,Downtown Motors,David Anderson,IL,1471.37
SALE20243005,2024-03-10,CUST13005,Mazda,Mazda3,2024,Sedan,Gray,32,26722.41,Lease,North Point Cars,John Smith,PA,680.35
SALE20243445,2024-03-10,CUST13445,Chevrolet,Malibu,2024,Sedan,Black,18,28175.83,Finance,North Point Cars,Sarah Johnson,OH,674.84
SALE20244702,2024-03-10,CUST14702,Hyundai,Tucson,2023,SUV,Black,10,30451.82,Cash,Westside Auto,David Anderson,MI,1446.65
SALE20243640,2024-03-10,CUST13640,Ford,F-150,2024,Truck,Gray,38,45705.64,Finance,Downtown Motors,Sarah Johnson,IL,1345.9
SALE20240236,2024-03-10,CUST10236,Chevrolet,Silverado,2024,Truck,Green,32,38054.14,Lease,Eastside Dealers,David Anderson,PA,1692.05
SALE20242166,2024-03-11,CUST12166,Tesla,Model Y,2024,Electric,White,50,55217.88,Finance,Eastside Dealers,Michael Brown,NY,1545.36
SALE20242896,2024-03-11,CUST12896,Honda,CR-V,2024,SUV,Silver,30,37869.65,Cash,Westside Auto,Emily Davis,TX,1691.2
SALE20242448,2024-03-11,CUST12448,Tesla,Model 3,2023,Electric,Blue,23,50118.62,Finance,South Bay Autos,Emily Davis,GA,2274.09
SALE20244412,2024-03-11,CUST14412,Hyundai,Tucson,2023,SUV,Red,8,29561.57,Lease,Eastside Dealers,David Anderson,PA,947.32
SALE20240189,2024-03-11,CUST10189,Toyota,Camry,2024,Sedan,Silver,23,32001.31,Finance,North Point Cars,Lisa Taylor,GA,948.36
SALE20241951,2024-03-11,CUST11951,Chevrolet,Equinox,2024,SUV,Blue,19,30149.66,Finance,South Bay Autos,Mary Jackson,FL,1147.81
SALE20242707,2024-03-11,CUST12707,BMW,X5,2024,Luxury,Red,11,63518.43,Finance,Westside Auto,Robert Wilson,MI,2412.37
SALE20243762,2024-03-11,CUST13762,Tesla,Model 3,2024,Electric,Red,32,48219.3,Lease,North Point Cars,Jennifer Martinez,FL,1570.12
SALE20241501,2024-03-11,CUST11501,Mercedes,C-Class,2024,Luxury,Black,12,51387.9,Cash,Eastside Dealers,Robert Wilson,PA,1309.29
SALE20242953,2024-03-12,CUST12953,Honda,CR-V,2024,SUV,Brown,7,32971.4,Cash,North Point Cars,David Anderson,MI,1238.23
SALE20242433,2024-03-12,CUST12433,Nissan,Rogue,2023,SUV,Silver,23,32147.52,Finance,South Bay Autos,Lisa Taylor,FL,1560.39
SALE20243501,2024-03-12,CUST13501,Chevrolet,Silverado,2024,Truck,Green,10,41319.08,Finance,Westside Auto,Emily Davis,FL,1144.88
SALE20244281,2024-03-12,CUST14281,BMW,X5,2023,Luxury,Black,18,72878.2,Finance,Downtown Motors,Mary Jackson,FL,1510.71
SALE20240847,2024-03-12,CUST10847,Toyota,Camry,2024,Sedan,Blue,47,29970.69,Finance,Westside Auto,Mary Jackson,GA,768.39
SALE20241216,2024-03-12,CUST11216,BMW,3 Series,2024,Luxury,White,6,49653.44,Finance,Westside Auto,Robert Wilson,IL,1472.49
SALE20243922,2024-03-12,CUST13922,Honda,Civic,2023,Sedan,Red,19,24261.13,Lease,South Bay Autos,Sarah Johnson,GA,656.78
SALE20240306,2024-03-13,CUST10306,Honda,Accord,2023,Sedan,Red,24,32459.59,Finance,Downtown Motors,David Anderson,MI,963.34
SALE20242921,2024-03-13,CUST12921,Mercedes,GLE,2024,Luxury,Black,32,59273.68,Finance,North Point Cars,Emily Davis,TX,2274.12
SALE20243434,2024-03-13,CUST13434,Tesla,Model Y,2023,Electric,Black,25,57637.9,Finance,South Bay Autos,Jennifer Martinez,PA,2078.39
SALE20241035,2024-03-13,CUST11035,Mazda,Mazda3,2024,Sedan,Silver,23,25415.09,Finance,South Bay Autos,James Thomas,NY,728.99
SALE20242329,2024-03-13,CUST12329,Ford,Explorer,2023,SUV,Blue,35,40954.95,Finance,Eastside Dealers,James Thomas,IL,1524.96
SALE20242962,2024-03-13,CUST12962,Tesla,Model Y,2023,Electric,White,33,58653.84,Lease,Westside Auto,Michael Brown,FL,1832.1
SALE20243631,2024-03-13,CUST13631,Toyota,Camry,2023,Sedan,Gray,43,28828.09,Finance,Westside Auto,David Anderson,TX,1007.41
SALE20244445,2024-03-13,CUST14445,Hyundai,Sonata,2024,Sedan,Gray,16,26247.31,Finance,Eastside Dealers,Sarah Johnson,GA,1298.07
SALE20241934,2024-03-13,CUST11934,Mazda,CX-5,2024,SUV,Silver,9,34080.97,Cash,Westside Auto,Michael Brown,CA,728.11
SALE20244045,2024-03-13,CUST14045,Chevrolet,Silverado,2024,Truck,Silver,38,41170.52,Finance,Eastside Dealers,John Smith,TX,872.23
SALE20244722,2024-03-13,CUST14722,Honda,CR-V,2023,SUV,Red,40,37661.06,Finance,South Bay Autos,Emily Davis,FL,850.06
SALE20243941,2024-03-13,CUST13941,BMW,X5,2024,Luxury,Red,22,66160.49,Lease,North Point Cars,James Thomas,CA,2607.84
SALE20242383,2024-03-14,CUST12383,Mazda,Mazda3,2024,Sedan,Silver,18,25042.32,Lease,North Point Cars,Robert Wilson,PA,1189.88
SALE20240646,2024-03-14,CUST10646,Tesla,Model 3,2023,Electric,Black,30,46355.62,Cash,Westside Auto,Emily Davis,PA,1097.83
SALE20241320,2024-03-14,CUST11320,Toyota,RAV4,2024,SUV,Gray,31,33343.57,Cash,North Point Cars,Jennifer Martinez,NY,1550.76
SALE20241315,2024-03-14,CUST11315,Mercedes,GLE,2024,Luxury,White,44,70855.79,Finance,Downtown Motors,David Anderson,NC,2948.63
SALE20244302,2024-03-14,CUST14302,Mazda,Mazda3,2024,Sedan,Brown,26,26854.97,Finance,Downtown Motors,Mary Jackson,GA,712.64
SALE20243290,2024-03-14,CUST13290,Ford,F-150,2024,Truck,White,41,45066.42,Finance,Westside Auto,Mary Jackson,CA,1989.96
SALE20241245,2024-03-14,CUST11245,Ford,Explorer,2023,SUV,Black,21,41110.0,Finance,North Point Cars,Mary Jackson,TX,1049.9
SALE20243549,2024-03-14,CUST13549,Chevrolet,Equinox,2024,SUV,Silver,50,30147.97,Finance,North Point Cars,Robert Wilson,OH,1150.81
SALE20242441,2024-03-14,CUST12441,Ford,Explorer,2024,SUV,Red,46,36103.58,Cash,Westside Auto,Emily Davis,TX,1401.75
SALE20244692,2024-03-14,CUST14692,Nissan,Altima,2024,Sedan,Silver,17,25725.65,Lease,Eastside Dealers,James Thomas,PA,984.32
SALE20243785,2024-03-14,CUST13785,Chevrolet,Malibu,2023,Sedan,White,25,28067.31,Finance,North Point Cars,Lisa Taylor,GA,725.57
SALE20242743,2024-03-14,CUST12743,Toyota,RAV4,2024,SUV,Black,11,31718.9,Finance,South Bay Autos,David Anderson,NC,1145.42
SALE20243816,2024-03-14,CUST13816,Mercedes,C-Class,2024,Luxury,Red,8,46701.62,Finance,South Bay Autos,Emily Davis,OH,1574.36
SALE20243775,2024-03-14,CUST13775,Nissan,Altima,2024,Sedan,Silver,46,30186.36,Lease,North Point Cars,Mary Jackson,NC,752.79
SALE20242815,2024-03-14,CUST12815,Nissan,Rogue,2023,SUV,White,46,32939.16,Finance,Downtown Motors,Lisa Taylor,OH,966.86
SALE20242816,2024-03-15,CUST12816,BMW,3 Series,2023,Luxury,Gray,20,47279.14,Finance,Eastside Dealers,John Smith,IL,1122.8
SALE20242500,2024-03-15,CUST12500,Mercedes,C-Class,2024,Luxury,Green,36,46963.08,Finance,South Bay Autos,Mary Jackson,FL,1882.95
SALE20243292,2024-03-15,CUST13292,Ford,Explorer,2023,SUV,Silver,8,41153.92,Finance,Eastside Dealers,Lisa Taylor,FL,1102.79
SALE20244968,2024-03-15,CUST14968,Honda,Civic,2024,Sedan,Green,13,26667.95,Lease,North Point Cars,Robert Wilson,NC,933.07
SALE20242566,2024-03-15,CUST12566,Ford,Explorer,2024,SUV,Black,33,42094.94,Cash,Downtown Motors,Emily Davis,NC,1059.77
SALE20240217,2024-03-15,CUST10217,Toyota,Camry,2024,Sedan,Green,20,28060.34,Finance,Eastside Dealers,Jennifer Martinez,NY,981.52
SALE20240630,2024-03-15,CUST10630,Chevrolet,Equinox,2024,SUV,Silver,27,30224.06,Finance,Eastside Dealers,Robert Wilson,PA,648.65
SALE20240672,2024-03-15,CUST10672,Chevrolet,Malibu,2024,Sedan,Red,47,27171.15,Cash,Eastside Dealers,Mary Jackson,CA,1194.67
SALE20240710,2024-03-15,CUST10710,Hyundai,Sonata,2024,Sedan,Gray,6,26456.44,Finance,Downtown Motors,Lisa Taylor,FL,621.56
SALE20243722,2024-03-15,CUST13722,BMW,3 Series,2024,Luxury,Black,49,43548.06,Finance,South Bay Autos,David Anderson,FL,1538.88
SALE20242941,2024-03-15,CUST12941,Mercedes,C-Class,2024,Luxury,Green,41,49108.75,Finance,South Bay Autos,James Thomas,IL,1670.8
SALE20244151,2024-03-16,CUST14151,Ford,F-150,2024,Truck,White,42,41495.22,Finance,South Bay Autos,Sarah Johnson,MI,1504.63
SALE20242378,2024-03-16,CUST12378,Chevrolet,Silverado,2024,Truck,Gray,27,42524.05,Finance,South Bay Autos,James Thomas,TX,1948.17
SALE20240549,2024-03-16,CUST10549,Hyundai,Tucson,2023,SUV,Blue,25,28905.38,Finance,North Point Cars,Lisa Taylor,NY,838.03
SALE20241390,2024-03-16,CUST11390,Hyundai,Tucson,2024,SUV,Brown,13,32459.79,Finance,South Bay Autos,David Anderson,TX,973.28
SALE20240864,2024-03-16,CUST10864,Tesla,Model 3,2024,Electric,Green,16,51303.58,Lease,Westside Auto,Sarah Johnson,PA,2480.63
SALE20243760,2024-03-16,CUST13760,Toyota,Camry,2024,Sedan,White,14,29726.64,Finance,Westside Auto,Mary Jackson,NY,911.65
SALE20242998,2024-03-16,CUST12998,Hyundai,Tucson,2023,SUV,Blue,26,33089.71,Finance,Westside Auto,Lisa Taylor,FL,956.13
SALE20240693,2024-03-16,CUST10693,Honda,Accord,2024,Sedan,Gray,41,29577.7,Finance,Eastside Dealers,Michael Brown,NC,1382.07
SALE20240776,2024-03-16,CUST10776,BMW,X5,2024,Luxury,Red,48,65762.77,Finance,Eastside Dealers,John Smith,NC,1600.54
SALE20242302,2024-03-16,CUST12302,Hyundai,Sonata,2024,Sedan,White,13,29796.14,Lease,Westside Auto,Jennifer Martinez,NC,892.8
SALE20241000,2024-03-16,CUST11000,Nissan,Altima,2023,Sedan,Green,35,30444.11,Finance,North Point Cars,James Thomas,NC,1212.83
SALE20241587,2024-03-16,CUST11587,Tesla,Model Y,2024,Electric,Black,9,56273.55,Finance,South Bay Autos,David Anderson,PA,2684.46
SALE20242976,2024-03-16,CUST12976,Tesla,Model 3,2023,Electric,Black,17,48933.16,Finance,North Point Cars,Lisa Taylor,CA,2249.49
SALE20242310,2024-03-16,CUST12310,Tesla,Model 3,2024,Electric,Red,6,50159.96,Finance,South Bay Autos,Mary Jackson,NC,2408.03
SALE20243177,2024-03-17,CUST13177,Toyota,Camry,2024,Sedan,Gray,37,30105.25,Finance,Eastside Dealers,Sarah Johnson,NY,847.94
SALE20243182,2024-03-17,CUST13182,Honda,Accord,2024,Sedan,Green,41,32932.23,Cash,South Bay Autos,Sarah Johnson,NY,1513.72
SALE20240324,2024-03-17,CUST10324,Honda,CR-V,2024,SUV,Black,27,35089.52,Finance,Downtown Motors,Sarah Johnson,IL,1625.94
SALE20243780,2024-03-17,CUST13780,Ford,Explorer,2024,SUV,Black,43,41984.11,Finance,Downtown Motors,Robert Wilson,CA,1452.15
SALE20244014,2024-03-17,CUST14014,Ford,Explorer,2024,SUV,Black,10,40056.34,Lease,North Point Cars,Sarah Johnson,FL,1088.76
SALE20243186,2024-03-17,CUST13186,Chevrolet,Equinox,2023,SUV,Silver,34,29352.74,Finance,Westside Auto,Emily Davis,PA,1441.22
SALE20242480,2024-03-17,CUST12480,Mercedes,GLE,2024,Luxury,Red,37,63483.26,Lease,Westside Auto,Mary Jackson,MI,1580.28
SALE20241474,2024-03-17,CUST11474,Mazda,CX-5,2023,SUV,Black,33,29431.31,Finance,Downtown Motors,Sarah Johnson,FL,699.97
SALE20240515,2024-03-17,CUST10515,Honda,Civic,2023,Sedan,Silver,16,26970.33,Finance,Downtown Motors,Robert Wilson,GA,634.52
SALE20244254,2024-03-17,CUST14254,Hyundai,Tucson,2023,SUV,Gray,18,33810.82,Finance,Westside Auto,Robert Wilson,FL,1253.3
SALE20244121,2024-03-17,CUST14121,Chevrolet,Malibu,2024,Sedan,White,30,27252.62,Lease,Downtown Motors,Michael Brown,CA,1132.29
SALE20241021,2024-03-17,CUST11021,Mercedes,C-Class,2023,Luxury,Silver,7,54880.05,Finance,Eastside Dealers,Sarah Johnson,IL,1455.41
SALE20244951,2024-03-17,CUST14951,Honda,CR-V,2024,SUV,Black,44,32223.9,Finance,Westside Auto,James Thomas,NY,684.92
SALE20243977,2024-03-17,CUST13977,Mazda,CX-5,2024,SUV,Green,32,29614.32,Lease,North Point Cars,John Smith,OH,611.57
SALE20240664,2024-03-18,CUST10664,Mazda,Mazda3,2024,Sedan,Blue,22,25545.94,Finance,North Point Cars,Sarah Johnson,NY,1142.19
SALE20241430,2024-03-18,CUST11430,Toyota,Camry,2024,Sedan,Red,6,29700.78,Finance,Westside Auto,David Anderson,NY,1444.47
SALE20241162,2024-03-18,CUST11162,Chevrolet,Silverado,2023,Truck,Brown,48,40488.74,Finance,Downtown Motors,David Anderson,FL,1438.18
SALE20244900,2024-03-18,CUST14900,Honda,Civic,2024,Sedan,Silver,48,24035.45,Lease,Eastside Dealers,John Smith,NY,632.54
SALE20244450,2024-03-18,CUST14450,Tesla,Model Y,2024,Electric,Brown,39,54433.54,Cash,Downtown Motors,Lisa Taylor,CA,1758.86
SALE20242312,2024-03-18,CUST12312,Honda,Civic,2024,Sedan,White,50,23894.4,Finance,Downtown Motors,David Anderson,PA,866.52
SALE20241950,2024-03-18,CUST11950,Mazda,CX-5,2024,SUV,Red,41,30844.74,Finance,North Point Cars,Michael Brown,MI,1384.4
SALE20243475,2024-03-18,CUST13475,Tesla,Model Y,2024,Electric,Black,44,52412.85,Finance,South Bay Autos,Emily Davis,MI,2452.03
SALE20242138,2024-03-18,CUST12138,Hyundai,Tucson,2024,SUV,Green,32,33057.98,Finance,Eastside Dealers,Michael Brown,CA,780.63
SALE20244597,2024-03-18,CUST14597,Nissan,Altima,2023,Sedan,Red,48,30032.34,Finance,Downtown Motors,David Anderson,OH,1107.22
SALE20241459,2024-03-18,CUST11459,Tesla,Model Y,2024,Electric,Blue,21,55089.38,Cash,Westside Auto,Sarah Johnson,FL,2303.68
SALE20243435,2024-03-19,CUST13435,Tesla,Model 3,2024,Electric,Red,47,47519.71,Finance,Downtown Motors,Robert Wilson,MI,1393.67
SALE20242868,2024-03-19,CUST12868,BMW,3 Series,2024,Luxury,Brown,6,45703.1,Finance,South Bay Autos,John Smith,GA,1219.11
SALE20244081,2024-03-19,CUST14081,Ford,F-150,2024,Truck,Blue,48,44721.25,Finance,Westside Auto,Emily Davis,GA,1895.09
SALE20242362,2024-03-19,CUST12362,Toyota,Camry,2024,Sedan,Brown,42,28860.81,Cash,Downtown Motors,Sarah Johnson,IL,1067.61
SALE20242311,2024-03-19,CUST12311,Ford,Explorer,2024,SUV,Silver,42,37114.73,Finance,Westside Auto,Sarah Johnson,GA,772.33
SALE20240814,2024-03-19,CUST10814,BMW,3 Series,2024,Luxury,Gray,8,45972.78,Lease,Downtown Motors,James Thomas,NY,2073.14
SALE20241926,2024-03-19,CUST11926,Hyundai,Sonata,2024,Sedan,Blue,21,27340.61,Cash,Westside Auto,David Anderson,TX,1058.22
SALE20241618,2024-03-19,CUST11618,Honda,CR-V,2024,SUV,Gray,38,33462.77,Lease,North Point Cars,John Smith,NC,669.91
SALE20243399,2024-03-19,CUST13399,Chevrolet,Silverado,2023,Truck,Blue,21,38606.42,Finance,Downtown Motors,Lisa Taylor,CA,1898.49
SALE20242693,2024-03-19,CUST12693,Ford,Explorer,2024,SUV,White,24,38938.73,Lease,North Point Cars,James Thomas,PA,1574.89
SALE20242708,2024-03-19,CUST12708,Mazda,CX-5,2024,SUV,Red,7,31684.29,Finance,North Point Cars,Michael Brown,NC,795.95
SALE20240899,2024-03-19,CUST10899,Mazda,Mazda3,2024,Sedan,Gray,32,24727.83,Lease,Eastside Dealers,Robert Wilson,NY,641.75
SALE20242327,2024-03-19,CUST12327,Ford,Explorer,2023,SUV,Red,45,43531.1,Finance,Downtown Motors,James Thomas,GA,1850.14
SALE20240487,2024-03-19,CUST10487,Toyota,RAV4,2023,SUV,Green,32,34711.27,Lease,North Point Cars,Mary Jackson,NC,995.99
SALE20244003,2024-03-19,CUST14003,Tesla,Model 3,2024,Electric,White,16,46333.98,Lease,North Point Cars,Mary Jackson,MI,1327.03
SALE20241230,2024-03-19,CUST11230,Ford,F-150,2024,Truck,Gray,7,46393.13,Finance,Eastside Dealers,John Smith,NC,2012.71
SALE20240711,2024-03-19,CUST10711,Mazda,Mazda3,2023,Sedan,Brown,23,25627.21,Cash,North Point Cars,Lisa Taylor,MI,950.33
SALE20240316,2024-03-19,CUST10316,Toyota,RAV4,2023,SUV,Green,6,32709.31,Finance,Downtown Motors,Mary Jackson,GA,857.26
SALE20241850,2024-03-19,CUST11850,BMW,3 Series,2024,Luxury,Black,47,51141.86,Lease,Downtown Motors,Jennifer Martinez,PA,2532.67
SALE20243963,2024-03-19,CUST13963,Nissan,Rogue,2024,SUV,Gray,25,34314.96,Cash,Westside Auto,Lisa Taylor,FL,949.76
SALE20240696,2024-03-19,CUST10696,Toyota,Camry,2024,Sedan,Brown,26,27053.95,Finance,North Point Cars,Robert Wilson,MI,1328.16
SALE20243543,2024-03-19,CUST13543,Honda,Civic,2024,Sedan,Red,13,25715.31,Cash,Downtown Motors,Robert Wilson,MI,944.0
SALE20241032,2024-03-20,CUST11032,Chevrolet,Silverado,2023,Truck,White,14,43025.92,Finance,North Point Cars,Emily Davis,TX,1639.88
SALE20241818,2024-03-20,CUST11818,Toyota,RAV4,2024,SUV,Blue,38,32012.56,Finance,Eastside Dealers,Robert Wilson,NY,1358.39
SALE20242199,2024-03-20,CUST12199,Ford,Explorer,2024,SUV,Gray,50,39584.82,Finance,Downtown Motors,Robert Wilson,MI,861.52
SALE20243753,2024-03-20,CUST13753,Mazda,Mazda3,2024,Sedan,Red,45,24967.07,Cash,South Bay Autos,Emily Davis,CA,690.08
SALE20240454,2024-03-20,CUST10454,Chevrolet,Silverado,2024,Truck,Silver,36,38084.45,Finance,Eastside Dealers,James Thomas,CA,1843.62
SALE20243253,2024-03-20,CUST13253,Tesla,Model Y,2024,Electric,White,46,55840.86,Finance,Downtown Motors,Michael Brown,NY,1180.08
SALE20243447,2024-03-20,CUST13447,BMW,3 Series,2023,Luxury,Red,36,47761.3,Finance,Westside Auto,Emily Davis,OH,1802.79
SALE20240028,2024-03-20,CUST10028,Ford,Escape,2024,SUV,Gray,8,30190.54,Finance,Eastside Dealers,Robert Wilson,NC,687.41
SALE20244403,2024-03-20,CUST14403,Toyota,Camry,2024,Sedan,Blue,10,27124.6,Lease,Eastside Dealers,Lisa Taylor,OH,879.52
SALE20243594,2024-03-20,CUST13594,BMW,X5,2024,Luxury,Gray,8,64986.07,Lease,Westside Auto,John Smith,OH,2960.96
SALE20241859,2024-03-20,CUST11859,Tesla,Model 3,2024,Electric,Gray,36,43647.99,Finance,South Bay Autos,Michael Brown,TX,1745.34
SALE20244050,2024-03-21,CUST14050,Mazda,CX-5,2024,SUV,Brown,29,29985.03,Finance,North Point Cars,Michael Brown,PA,689.33
SALE20241213,2024-03-21,CUST11213,Ford,F-150,2024,Truck,Silver,35,46337.74,Finance,Westside Auto,Michael Brown,PA,1835.19
SALE20240071,2024-03-21,CUST10071,Toyota,Camry,2024,Sedan,Brown,34,28887.7,Cash,Eastside Dealers,Robert Wilson,IL,639.44
SALE20244957,2024-03-21,CUST14957,Mazda,CX-5,2024,SUV,Silver,21,30152.49,Lease,Downtown Motors,Michael Brown,PA,1178.82
SALE20243749,2024-03-21,CUST13749,Tesla,Model Y,2024,Electric,Silver,19,55715.68,Lease,Eastside Dealers,Jennifer Martinez,CA,2763.81
SALE20244964,2024-03-21,CUST14964,Mazda,CX-5,2024,SUV,Green,45,32152.12,Lease,Eastside Dealers,Mary Jackson,TX,683.13
SALE20242822,2024-03-21,CUST12822,Toyota,RAV4,2023,SUV,Red,20,31947.06,Finance,Downtown Motors,Sarah Johnson,OH,1426.28
SALE20242787,2024-03-21,CUST12787,Chevrolet,Silverado,2024,Truck,Green,41,42539.07,Finance,Westside Auto,Sarah Johnson,GA,1351.43
SALE20242950,2024-03-21,CUST12950,Honda,CR-V,2024,SUV,Red,43,32608.93,Cash,Eastside Dealers,Emily Davis,OH,984.86
SALE20243531,2024-03-21,CUST13531,BMW,3 Series,2023,Luxury,Brown,18,47327.51,Finance,South Bay Autos,Lisa Taylor,TX,1213.98
SALE20242185,2024-03-21,CUST12185,Toyota,Camry,2024,Sedan,Gray,45,27754.98,Finance,Downtown Motors,Emily Davis,PA,1055.94
SALE20244424,2024-03-21,CUST14424,BMW,3 Series,2024,Luxury,Brown,40,43644.65,Finance,Eastside Dealers,Jennifer Martinez,CA,2012.91
SALE20243801,2024-03-21,CUST13801,Nissan,Rogue,2023,SUV,White,13,35316.85,Finance,South Bay Autos,Lisa Taylor,IL,1524.74
SALE20241050,2024-03-21,CUST11050,Chevrolet,Silverado,2024,Truck,Gray,8,38598.22,Lease,South Bay Autos,James Thomas,IL,1404.14
SALE20242853,2024-03-21,CUST12853,Honda,CR-V,2023,SUV,Brown,20,33573.04,Finance,Eastside Dealers,John Smith,CA,709.08
SALE20240307,2024-03-21,CUST10307,Mazda,Mazda3,2024,Sedan,Brown,19,26783.86,Finance,Eastside Dealers,James Thomas,MI,1070.44
SALE20243902,2024-03-22,CUST13902,Chevrolet,Malibu,2024,Sedan,Gray,32,26206.18,Finance,Downtown Motors,Robert Wilson,TX,917.12
SALE20244996,2024-03-22,CUST14996,Mazda,Mazda3,2024,Sedan,Gray,17,26595.49,Finance,South Bay Autos,Robert Wilson,NY,1214.59
SALE20242515,2024-03-22,CUST12515,Honda,Civic,2024,Sedan,Green,49,24840.55,Finance,North Point Cars,James Thomas,CA,641.92
SALE20244155,2024-03-22,CUST14155,BMW,X5,2024,Luxury,Blue,37,69393.91,Finance,Westside Auto,James Thomas,IL,3321.68
SALE20243729,2024-03-22,CUST13729,Mercedes,C-Class,2023,Luxury,Brown,33,47046.36,Finance,Westside Auto,Robert Wilson,MI,1758.93
SALE20244503,2024-03-22,CUST14503,Chevrolet,Silverado,2024,Truck,Brown,39,42261.27,Finance,Eastside Dealers,Emily Davis,CA,1114.8
SALE20240545,2024-03-22,CUST10545,BMW,X5,2024,Luxury,Red,32,66739.61,Lease,Westside Auto,Mary Jackson,OH,2470.46
SALE20242790,2024-03-22,CUST12790,Mazda,Mazda3,2023,Sedan,White,22,25630.55,Finance,Downtown Motors,Lisa Taylor,PA,563.99
SALE20243112,2024-03-22,CUST13112,Mercedes,C-Class,2024,Luxury,Silver,42,47816.43,Finance,Westside Auto,Michael Brown,FL,1254.56
SALE20242549,2024-03-22,CUST12549,Toyota,Camry,2024,Sedan,White,20,29899.27,Finance,North Point Cars,Sarah Johnson,MI,616.08
SALE20241993,2024-03-22,CUST11993,Mercedes,C-Class,2023,Luxury,Black,37,55151.17,Finance,Downtown Motors,Emily Davis,CA,1668.41
SALE20240360,2024-03-22,CUST10360,Honda,Accord,2024,Sedan,Brown,27,29962.96,Finance,South Bay Autos,Michael Brown,MI,1148.8
SALE20241392,2024-03-22,CUST11392,Nissan,Altima,2024,Sedan,Gray,39,26403.42,Cash,North Point Cars,David Anderson,TX,561.32
SALE20240405,2024-03-22,CUST10405,Honda,Civic,2024,Sedan,Silver,19,25518.51,Lease,North Point Cars,John Smith,NY,558.49
SALE20244351,2024-03-22,CUST14351,Toyota,RAV4,2024,SUV,Gray,26,36718.19,Cash,North Point Cars,James Thomas,GA,1177.95
SALE20244328,2024-03-22,CUST14328,Hyundai,Tucson,2024,SUV,Gray,18,29606.35,Finance,North Point Cars,Lisa Taylor,IL,1002.91
SALE20241825,2024-03-22,CUST11825,Nissan,Altima,2023,Sedan,Gray,39,29695.0,Lease,Downtown Motors,John Smith,IL,1325.45
SALE20242367,2024-03-22,CUST12367,Ford,Explorer,2024,SUV,Blue,18,41670.32,Lease,Eastside Dealers,David Anderson,IL,1213.79
SALE20241440,2024-03-22,CUST11440,Toyota,Corolla,2023,Sedan,White,14,23607.98,Cash,Eastside Dealers,Robert Wilson,GA,1080.18
SALE20241877,2024-03-22,CUST11877,Honda,Accord,2023,Sedan,Red,23,30949.34,Lease,Downtown Motors,Lisa Taylor,OH,1141.76
SALE20242481,2024-03-22,CUST12481,Tesla,Model 3,2024,Electric,Silver,9,46351.62,Finance,Downtown Motors,Lisa Taylor,PA,1874.44
SALE20244349,2024-03-22,CUST14349,Ford,Explorer,2023,SUV,Green,36,43649.83,Finance,North Point Cars,Sarah Johnson,MI,921.98
SALE20243636,2024-03-22,CUST13636,Hyundai,Tucson,2024,SUV,White,31,33385.18,Finance,South Bay Autos,David Anderson,GA,1167.15
SALE20242445,2024-03-22,CUST12445,Mercedes,GLE,2024,Luxury,Red,44,59973.1,Finance,North Point Cars,David Anderson,TX,1307.19
SALE20240345,2024-03-22,CUST10345,BMW,X5,2024,Luxury,Black,35,71957.74,Finance,Westside Auto,David Anderson,OH,2266.63
SALE20240411,2024-03-23,CUST10411,Hyundai,Sonata,2023,Sedan,White,45,29591.83,Cash,Westside Auto,Mary Jackson,MI,1046.94
SALE20243408,2024-03-23,CUST13408,Toyota,RAV4,2024,SUV,Brown,25,32177.5,Cash,Westside Auto,Jennifer Martinez,TX,973.29
SALE20241188,2024-03-23,CUST11188,BMW,3 Series,2023,Luxury,Gray,9,46071.58,Finance,Westside Auto,Emily Davis,PA,2157.69
SALE20242231,2024-03-23,CUST12231,Mazda,Mazda3,2024,Sedan,Gray,22,25762.51,Finance,South Bay Autos,James Thomas,NC,1000.88
SALE20244986,2024-03-23,CUST14986,Hyundai,Sonata,2023,Sedan,Brown,23,26792.48,Finance,South Bay Autos,Mary Jackson,NC,809.03
SALE20243011,2024-03-23,CUST13011,Chevrolet,Silverado,2023,Truck,Red,9,40386.01,Finance,North Point Cars,Sarah Johnson,TX,1061.8
SALE20241604,2024-03-23,CUST11604,Hyundai,Sonata,2024,Sedan,Brown,21,25664.02,Finance,South Bay Autos,Michael Brown,TX,913.2
SALE20243039,2024-03-23,CUST13039,Mazda,CX-5,2024,SUV,Red,38,30377.66,Lease,Westside Auto,John Smith,GA,1195.58
SALE20241154,2024-03-24,CUST11154,Mercedes,C-Class,2024,Luxury,Blue,41,47197.29,Lease,South Bay Autos,James Thomas,NY,2008.5
SALE20244398,2024-03-24,CUST14398,Mercedes,GLE,2023,Luxury,White,29,59013.48,Finance,South Bay Autos,John Smith,PA,1749.18
SALE20243885,2024-03-24,CUST13885,Nissan,Rogue,2024,SUV,Red,41,29921.42,Finance,South Bay Autos,Emily Davis,OH,1076.54
SALE20242999,2024-03-24,CUST12999,Nissan,Altima,2024,Sedan,Brown,23,28442.02,Lease,South Bay Autos,Mary Jackson,FL,970.28
SALE20241712,2024-03-24,CUST11712,Ford,F-150,2024,Truck,Black,20,45903.77,Finance,Westside Auto,David Anderson,CA,978.38
SALE20242265,2024-03-24,CUST12265,Tesla,Model 3,2023,Electric,Brown,33,51162.94,Finance,North Point Cars,Mary Jackson,FL,1749.87
